"layer","database","host_module","pathway_id","pathway","p.adjust","genes","n_genes"
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0035904","aorta development",4.40816797823719e-05,"ACVRL1;ADAMTS6;ADAMTS9;AP2B1;APLNR;BMPR1A;CHD7;COL3A1;DLL4;EDNRA;EFEMP2;EFNB2;EGR2;ENG;EYA1;FAM3D;FGF8;FKBP10;FOXH1;HEY2;JAG1;LEP;LOXL1;LRP1;LRP2;MEGF8;MIR145;MIR205;MYH10;MYLK;NAGLU;NDST1;NGFR;NKX3-1;NOTCH1;PCDHA10;PDE2A;PDGFRB;PKD2;PLXND1;PRDM1;PRICKLE1;PROX1;RBPJ;ROBO1;ROBO2;SIX1;SMAD6;SRF;SUFU;TBX1;TBX2;TFAP2B;TGFB2;TGFBR2",55
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0010632","regulation of epithelial cell migration",4.40816797823719e-05,"ADIPOR1;ARSB;BMPR2;CD63;CLASP1;CLASP2;CORO1C;DAB2IP;DOCK1;DOCK5;DUSP10;ENPP2;EPB41L4B;EPB41L5;EPPK1;EVL;FGF10;FGF7;GLIPR2;HAS2;HBEGF;IFNG;INSL3;IQSEC1;IRS2;ITGA2;ITGA3;MACF1;MAP4K4;MAPRE2;MCC;MIR130A;MIR221;MIR222;MIR379;MMP9;MTOR;PLCG1;PLCG2;PPM1F;PRKCE;PTK2;PTPN23;PTPRG;PTPRR;RAB25;RREB1;RTN4;SASH1;SOX9;SRC;TAC1;TACR1;TACSTD2;TGFB2;TGFBR2;VIL1",57
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:1905314","semi-lunar valve development",7.36900141014323e-05,"ADAMTS5;AXIN2;BMP2;BMP4;BMPR2;CDH11;DLL4;EFNA1;ELN;EMILIN1;GATA3;GATA4;GATA5;GJA5;HEY2;HEYL;JAG1;NFATC1;NKX2-5;NOS3;NOTCH1;NOTCH2;PCDHA10;RBPJ;ROBO1;ROBO2;ROCK2;SLIT2;SLIT3;SMAD2;SMAD6;SNAI2;SOX9;STRA6;TBX20;TGFB2;TGFBR2;TIE1;TNFRSF1A;TNFRSF1B;TWIST1",41
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0010717","regulation of epithelial to mesenchymal transition",0.00010931061341749,"ACVR1;ADIPOR1;AGT;ALX1;AXIN2;BAMBI;BCL9L;BMP2;BMP4;BMP7;CLASP1;CLASP2;COL1A1;CRB2;DAB2;DAB2IP;DACT3;EFNA1;ELL3;EMP2;ENG;EPHA3;EPHA4;EZH2;FOXA2;FOXC1;FUZ;GATA3;GCNT2;GLIPR2;GREM1;HPN;IL17RD;IL1B;IL6;ISL1;JAG1;LEF1;LOXL2;LRG1;MAD2L2;MARK1;MIR130A;MIR144;MIR145;MIR149;MIR18A;MIR19A;MIR19B1;MIR204;MIR21;MIR221;MIR222;MIR372;MIR379;MTOR;NKX2-1;NOTCH1;OLFM1;OVOL2;PDPN;POFUT2;PTK2;SCRIB;SDHAF2;SFRP1;SFRP2;SMAD2;SMAD3;SMAD7;SPRED2;SPRED3;SPRY1;SPRY2;SPSB3;TBX20;TBX5;TCF7L2;TGFB1I1;TGFB2;TGFBR1;TGFBR2;TIAM1;TNXB;TRIM62;TWIST1;VASN;VEGFA;WWTR1;ZDHHC7;ZNF703;ZNF750",92
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0061383","trabecula morphogenesis",0.00011024937723993,"ADAMTS1;BMP10;BMP7;BMPR1A;CAV3;CHAD;CHD7;COL1A1;DLL4;EGLN1;ENG;FBN2;FHL2;FKBP1A;FOXH1;GREM1;HEG1;HEY2;MMP2;MSX2;NKX2-5;NOTCH1;NRG1;OVOL2;RBP4;RBPJ;S1PR1;SBNO2;SEMA4D;SFRP1;SLC40A1;SRF;TEK;TGFB2;TGFBR1;TGFBR3;THBS3;UBE4B;VEGFA;WNT10B",40
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060343","trabecula formation",0.00017533851755762,"ADAMTS1;BMP10;CAV3;CHAD;COL1A1;EGLN1;FBN2;FHL2;FKBP1A;GREM1;HEY2;MMP2;MSX2;NKX2-5;OVOL2;RBP4;SFRP1;SLC40A1;SRF;TEK;TGFBR3;THBS3;VEGFA;WNT10B",24
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003197","endocardial cushion development",0.00018157309681822,"ACVR1;ACVRL1;ADAMTS5;APC;APLNR;BMP2;BMP4;BMP7;BMPR1A;BMPR2;CRELD1;DCHS1;DKK1;ENG;ERBB3;FGF8;FOXF1;GATA4;GATA5;HEY2;HEYL;ISL1;JAG1;MSX1;MSX2;NOS3;NOTCH1;RBM24;RBPJ;ROBO1;ROBO2;SMAD2;SNAI2;SOX9;TBX2;TBX20;TBX3;TBX5;TGFB2;TGFBR1;TGFBR2;TMEM100;TWIST1",43
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0042693","muscle cell fate commitment",0.00018240571770879,"ACVR1;FGF10;MEF2C;MIR19B1;MYF5;MYF6;MYL2;MYOD1;MYOG;NKX2-5;TBX1;TBX18;TBX2;TBX3;TBX5;WNT3A;WT1",17
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060841","venous blood vessel development",0.00018240571770879,"ACVR2B;ACVRL1;APLNR;BMPR2;CCBE1;CCM2;EFNB2;ENG;FOXF1;HEG1;NKX2-5;NOTCH1;PITX2;PROX1;SEMA3C;TBX20;VEGFA",17
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003176","aortic valve development",0.00035812404435683,"ADAMTS5;AXIN2;BMP2;BMP4;BMPR2;CDH11;DLL4;EFNA1;ELN;EMILIN1;GATA3;GATA4;GATA5;HEY2;HEYL;JAG1;NFATC1;NKX2-5;NOS3;NOTCH1;PCDHA10;RBPJ;ROBO1;ROBO2;ROCK2;SLIT2;SLIT3;SMAD2;SMAD6;SNAI2;SOX9;TBX20;TGFBR2;TIE1;TNFRSF1A;TNFRSF1B;TWIST1",37
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003179","heart valve morphogenesis",0.00037127062756717,"ACVR1;ADAMTS5;ADAMTS9;AXIN2;BMP2;BMP4;BMPR1A;BMPR2;CDH11;DCHS1;DLL4;EFNA1;ELN;EMILIN1;FAM114A1;FGFRL1;GATA3;GATA4;GATA5;GJA5;HEY2;HEYL;JAG1;MEF2C;MTOR;NAGLU;NFATC1;NKX2-5;NOS3;NOTCH1;NOTCH2;OLFM1;ROBO1;ROBO2;ROCK2;SLIT2;SLIT3;SMAD2;SMAD6;SNAI2;SOX9;STRA6;TBX20;TBX5;TGFB2;TGFBR2;TIE1;TWIST1;ZFPM1",49
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0048745","smooth muscle tissue development",0.00040366833043935,"BMP4;COL3A1;EFEMP2;ENG;FOSL2;FOXP2;IHH;ITGA8;MIR145;MYLK;NF1;NPR2;OSR1;PKD2;PROX1;PTCH1;SHH;SIX1;SMO;SOX9;SRF;STRA6;TFAP2B;TIPARP;TNN",25
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003281","ventricular septum development",0.00040565827994878,"ACVR1;AP2B1;APLNR;BMP4;BMPR1A;BMPR2;DAND5;EGLN1;FGFR2;FGFRL1;FZD1;FZD2;GATA3;GATA4;GJA5;HEG1;HEY2;HEYL;HOXA13;LMO4;LRP2;LUZP1;MATR3;MIR1-1;NKX2-5;NOS3;NOTCH1;PAX8;PDE2A;PITX2;PRDM1;PROX1;PTK7;RBPJ;ROBO1;ROBO2;SALL1;SALL4;SAV1;SLIT2;SLIT3;SMAD6;SMAD7;SOX11;STRA6;SUFU;TBX3;TBX5;TGFB2;TGFBR1;TGFBR2;TGFBR3;VANGL2;WNT11;WNT5A;XIRP2;ZFPM1;ZFPM2",58
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003177","pulmonary valve development",0.00045650045556902,"ADAMTS5;BMP4;BMPR2;GJA5;HEY2;HEYL;JAG1;NFATC1;NOS3;NOTCH1;NOTCH2;RBPJ;ROBO1;ROBO2;SLIT2;SMAD2;SMAD6;STRA6;TBX20;TGFB2;TNFRSF1A;TNFRSF1B",22
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0036303","lymph vessel morphogenesis",0.00045650045556902,"ACVR2B;ACVRL1;BMPR2;CCBE1;CLEC14A;EPHA2;FGF2;FLT4;FOXC1;FOXC2;LGALS8;MIR9-1;PDPN;PKD1;PROX1;PTPN14;SOX18;SVEP1;TIE1;VASH1;VEGFA;VEGFC",22
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0072148","epithelial cell fate commitment",0.00054993260335873,"ACVR1;ARX;DLL1;HOXA13;NEUROD1;NKX2-2;NOTCH1;NR2F2;NRP1;PDPN;PROX1;RARA;RBPJ;SOSTDC1;SPDEF",15
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0010634","positive regulation of epithelial cell migration",0.00054993260335873,"BMPR2;CLASP1;CLASP2;DOCK1;DOCK5;ENPP2;EPB41L4B;EPB41L5;FGF10;FGF7;GLIPR2;HAS2;HBEGF;IFNG;INSL3;IQSEC1;IRS2;ITGA2;ITGA3;MAP4K4;MAPRE2;MIR221;MIR222;MMP9;MTOR;PLCG1;PLCG2;PPM1F;PRKCE;PTK2;RAB25;RREB1;RTN4;SOX9;SRC;TAC1;TACR1;TGFB2;TGFBR2;VIL1",40
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003228","atrial cardiac muscle tissue development",0.00073661742549468,"BMP10;BMP4;CACNA1G;EDNRA;ENG;GATA6;GJB6;HCN4;ISL1;MESP1;MYH6;NKX2-5;PITX2;PROX1;SHOX2;TBX18;TBX3;TBX5;TREX1;WNT2;ZIC3",21
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003215","cardiac right ventricle morphogenesis",0.00074609061932135,"BMPR1A;CHD7;FOXH1;GATA3;GATA4;HAND1;HAND2;HEY2;ISL1;JAG1;NKX2-5;NOTCH1;PPP1R13L;SEMA3C;SMARCD3;TBX20;TGFB2;ZFPM2",18
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0010718","positive regulation of epithelial to mesenchymal transition",0.00096489431479721,"ACVR1;AGT;ALX1;AXIN2;BAMBI;BCL9L;BMP2;BMP4;BMP7;COL1A1;CRB2;DAB2;EMP2;ENG;EZH2;FOXC1;GCNT2;GLIPR2;IL1B;IL6;ISL1;JAG1;LEF1;LOXL2;LRG1;MIR21;MIR221;MIR222;MTOR;NOTCH1;OLFM1;PDPN;PTK2;SCRIB;SMAD2;SMAD3;TBX20;TCF7L2;TGFB1I1;TGFB2;TGFBR1;TGFBR2;TIAM1;TNXB;TWIST1;WWTR1;ZDHHC7;ZNF703",48
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060317","cardiac epithelial to mesenchymal transition",0.00102128379943757,"ACVR1;BMP2;EFNA1;EMP2;ENG;FGF8;HAS2;HEY2;HEYL;JAG1;MIR19A;MIR19B1;MIR21;MSX1;MSX2;NOTCH1;OLFM1;RBPJ;RTN4;SNAI2;SPRY1;TBX3;TGFB2;TGFBR1;TGFBR2;TGFBR3;TMEM100;TWIST1;WNT16;WNT2",30
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0035909","aorta morphogenesis",0.00158508823238913,"ACVRL1;ADAMTS9;BMPR1A;CHD7;COL3A1;DLL4;EFEMP2;EFNB2;ENG;EYA1;FGF8;FKBP10;FOXH1;HEY2;JAG1;LRP1;MIR145;MIR205;MYLK;NAGLU;NOTCH1;PDGFRB;PROX1;RBPJ;SIX1;SRF;TBX1;TBX2;TFAP2B;TGFB2;TGFBR2",31
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003203","endocardial cushion morphogenesis",0.00162029001718335,"ACVR1;ACVRL1;ADAMTS5;APC;APLNR;BMP2;BMP7;BMPR1A;DCHS1;ENG;FGF8;GATA5;HEY2;HEYL;ISL1;MSX1;MSX2;NOS3;NOTCH1;RBPJ;ROBO1;ROBO2;SMAD2;SNAI2;SOX9;TBX2;TBX20;TBX3;TGFB2;TGFBR1;TGFBR2;TMEM100;TWIST1",33
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003272","endocardial cushion formation",0.00184028641013782,"ACVR1;APLNR;BMP2;BMP7;BMPR1A;DCHS1;ENG;FGF8;HEY2;HEYL;MSX1;MSX2;NOTCH1;RBPJ;ROBO1;ROBO2;SNAI2;TBX2;TBX20;TBX3;TGFB2;TGFBR1;TGFBR2;TMEM100",24
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060973","cell migration involved in heart development",0.00186143911996497,"BMP4;BMP7;CDC42;DCHS1;EDN1;EDNRA;ENG;FOLR1;HAND2;MESP1;MIR1-1;NDRG4;NOTCH1;PDGFRB;PITX2;SEMA3C;SNAI2;TBX5;TWIST1",19
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060412","ventricular septum morphogenesis",0.00223178997812816,"ACVR1;APLNR;BMP4;BMPR1A;BMPR2;EGLN1;FGFR2;FGFRL1;FZD1;FZD2;GJA5;HEY2;HEYL;MIR1-1;NKX2-5;NOS3;NOTCH1;PITX2;PROX1;RBPJ;ROBO1;ROBO2;SAV1;SLIT2;SLIT3;SMAD7;SOX11;TBX3;TGFB2;TGFBR1;TGFBR2;TGFBR3;VANGL2;WNT11;ZFPM1;ZFPM2",36
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003161","cardiac conduction system development",0.00225371983345863,"BMP4;BMPR1A;CACNA1G;CDC42;GATA4;GATA6;GJA1;GJA5;GJB6;HCN4;HEY2;HOPX;IRX3;ISL1;KCNJ8;MAML1;MESP1;MSC;MSX1;MSX2;NKX2-5;NOTCH1;NOTCH2;NPPB;SCN5A;SHOX2;SMAD5;TBX18;TBX3;TBX5",30
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003207","cardiac chamber formation",0.0027447150520479,"BMP2;EDNRA;HAND1;HAND2;MEF2C;MESP1;NKX2-5;NOTCH1;SMARCD3;TBX2;TBX20;TBX5",12
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0001946","lymphangiogenesis",0.00288742024040775,"ACVR2B;ACVRL1;BMPR2;CCBE1;CLEC14A;EPHA2;FLT4;FOXC1;FOXC2;MIR9-1;PDPN;PROX1;PTPN14;SOX18;TIE1;VASH1;VEGFA;VEGFC",18
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003184","pulmonary valve morphogenesis",0.00288742024040775,"ADAMTS5;BMP4;GJA5;HEY2;HEYL;JAG1;NFATC1;NOS3;NOTCH1;NOTCH2;ROBO1;ROBO2;SLIT2;SMAD2;SMAD6;STRA6;TBX20;TGFB2",18
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003209","cardiac atrium morphogenesis",0.00297766645023956,"ACVR1;BMP10;BMP2;BMPR2;DLL4;ENG;GATA4;GJA5;HEG1;HEY2;ISL1;MESP1;MYH6;NKX2-5;NOTCH1;NOTCH2;PITX2;PROX1;SHOX2;SMO;TBX20;TBX5;TGFB2;WNT2;ZFPM1",25
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003180","aortic valve morphogenesis",0.0031855191432032,"ADAMTS5;AXIN2;BMP4;CDH11;DLL4;EFNA1;ELN;EMILIN1;GATA3;GATA4;GATA5;HEY2;HEYL;JAG1;NFATC1;NKX2-5;NOS3;NOTCH1;ROBO1;ROBO2;ROCK2;SLIT2;SLIT3;SMAD2;SMAD6;SNAI2;SOX9;TBX20;TGFBR2;TIE1;TWIST1",31
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003222","ventricular trabecula myocardium morphogenesis",0.00515338556546961,"BMPR1A;CHD7;DLL4;ENG;FOXH1;HEG1;HEY2;NKX2-5;NOTCH1;NRG1;RBPJ;TGFB2;TGFBR1;UBE4B",14
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060976","coronary vasculature development",0.00526186771282257,"ADAMTS6;AP2B1;APLN;APLNR;BMP4;FGF2;GATA6;GPC3;HAND2;HEY2;KCNJ8;LRP2;MEGF8;MESP1;MIR1-1;MIR145;MMP21;MYH10;MYOCD;NDST1;NOTCH1;NRP1;PDGFRB;PLXND1;PRDM1;PRICKLE1;PTK7;SGCD;SMAD6;SRF;SUFU;TBX1;TBX5;TGFBR1;TGFBR3;VEGFA;VEGFB",37
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0035050","embryonic heart tube development",0.00540713333847699,"ACVR1;AHI1;APLNR;ASB2;C2CD3;CCDC40;CDC42;CLUAP1;DLL1;DVL1;ECE1;EDN1;EDNRA;ENG;FGF8;FOLR1;FOXC1;FOXC2;FOXH1;FOXN4;GATA4;GJA5;GREB1L;HAND1;HAND2;IFT122;IHH;LBX1;MEF2C;MEGF8;MESP1;MICAL2;NDRG4;NKX2-5;NKX2-6;NODAL;NOTCH1;NOTCH2;NOTO;OVOL2;PITX2;PKD2;PLXNA4;RYR2;SHH;SMAD3;SMO;SOX17;SOX18;SRF;SUFU;TBX2;TBX20;TBX3;TEAD2;TGFBR2;TRAF3IP1;VANGL2;WNT3A;WNT5A;YAP1;ZIC3",62
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003230","cardiac atrium development",0.00636269437164246,"ACVR1;ANK2;BMP10;BMP2;BMPR2;DAND5;DLL4;ENG;GATA4;GJA5;HEG1;HEY2;ISL1;MESP1;MYH6;NKX2-5;NOTCH1;NOTCH2;PITX2;PROX1;SHOX2;SMO;TBX20;TBX5;TGFB2;WNT11;WNT2;WNT5A;ZFPM1",29
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0061384","heart trabecula morphogenesis",0.00649358798461939,"ADAMTS1;BMP10;BMP7;BMPR1A;CAV3;CHD7;DLL4;EGLN1;ENG;FHL2;FKBP1A;FOXH1;HEG1;HEY2;NKX2-5;NOTCH1;NRG1;OVOL2;RBP4;RBPJ;S1PR1;SRF;TEK;TGFB2;TGFBR1;TGFBR3;UBE4B",27
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060037","pharyngeal system development",0.00650349163669274,"ACVR1;BMP4;BMP7;BMPR1A;ECE1;EDN1;EDNRA;EYA1;FGF8;FOLR1;FOXI3;GATA3;HOXA2;ISL1;MEGF8;NKX2-5;NKX2-6;NKX3-1;PLXNA2;PTCH1;SIX1;TBX1;TBX2;TGFB2;TGFBR1",25
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003253","cardiac neural crest cell migration involved in outflow tract morphogenesis",0.00786299925460337,"BMP4;BMP7;CDC42;EDN1;EDNRA;FOLR1;HAND2;PITX2;SEMA3C;TWIST1",10
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0048845","venous blood vessel morphogenesis",0.00786299925460337,"CCBE1;CCM2;EFNB2;ENG;HEG1;NOTCH1;PITX2;PROX1;TBX20;VEGFA",10
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060346","bone trabecula formation",0.00786299925460337,"CHAD;COL1A1;FBN2;GREM1;MMP2;MSX2;SFRP1;THBS3;VEGFA;WNT10B",10
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0010762","regulation of fibroblast migration",0.00815258147243994,"ACTA2;AKAP12;AKT1;APPL1;AQP1;ARHGAP4;ARHGEF7;CORO1C;CYGB;DDR2;FER;FGF2;GNA12;GNA13;HAS1;HYAL2;ITGB1;ITGB1BP1;ITGB3;MIR145;MIR19A;MIR19B1;PAK1;PRKCE;PRR5L;PTK2;RAC1;RCC2;RFFL;SDC4;THBS1;ZEB2",32
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060911","cardiac cell fate commitment",0.00824791865561547,"ACVR1;ISL1;ITGB1;MESP1;MIR19B1;NKX2-5;POU5F1;SOX17;TBX18;TBX3;TBX5;WNT3A;WT1",13
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0010761","fibroblast migration",0.00916218320975479,"ACTA2;AKAP12;AKT1;APPL1;AQP1;ARHGAP4;ARHGEF7;ARID5B;CD248;CORO1C;CYGB;DDR2;FAM114A1;FER;FGF2;GNA12;GNA13;HAS1;HYAL2;ILK;IQGAP1;ITGB1;ITGB1BP1;ITGB3;MIR145;MIR19A;MIR19B1;PAK1;PDLIM1;PIP5K1A;PML;PRKCE;PRR5L;PTK2;RAC1;RCC2;RFFL;SDC4;THBS1;TMEM201;TNS1;ZEB2",42
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0036302","atrioventricular canal development",0.0129742211773389,"BMP2;CHD7;ENG;FOXN4;GATA4;GATA6;HAS2;PTPN11;RBPJ;TBX2;TBX20;TBX3",12
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0061430","bone trabecula morphogenesis",0.0129742211773389,"CHAD;COL1A1;FBN2;GREM1;MMP2;MSX2;SBNO2;SEMA4D;SFRP1;THBS3;VEGFA;WNT10B",12
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003171","atrioventricular valve development",0.0175317268203476,"ACVR1;APLNR;AXIN2;BMP2;BMPR1A;BMPR2;DCHS1;EFNA1;GATA4;GJA5;HEY2;HEYL;NAGLU;NOTCH1;OLFM1;PITX2;SLIT3;SMAD6;TBX20;TBX5;TGFB2;TGFBR2;TWIST1;ZFPM1",24
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003143","embryonic heart tube morphogenesis",0.0177607827507314,"ACVR1;AHI1;APLNR;ASB2;C2CD3;CCDC40;CLUAP1;DLL1;DVL1;ENG;FGF8;FOLR1;FOXH1;FOXN4;GATA4;HAND1;HAND2;IHH;LBX1;MEF2C;MEGF8;MESP1;MICAL2;NDRG4;NKX2-5;NODAL;NOTCH1;NOTCH2;NOTO;OVOL2;PKD2;RYR2;SHH;SMAD3;SMO;SOX17;SOX18;SRF;SUFU;TBX2;TBX20;TBX3;TEAD2;TGFBR2;VANGL2;WNT3A;WNT5A;YAP1;ZIC3",49
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003163","sinoatrial node development",0.0201771549282074,"BMP4;CACNA1G;GATA6;GJB6;HCN4;ISL1;MESP1;SHOX2;TBX18;TBX3;TBX5",11
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060379","cardiac muscle cell myoblast differentiation",0.0201771549282074,"GREM1;ISL1;ITGB1;MYOCD;NOTCH1;NRG1;PRICKLE1;RBPJ;REST;SRF;TBX2",11
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis",0.0201771549282074,"BMP4;BMP7;CDC42;EDN1;EDNRA;FOLR1;HAND2;JAG1;PITX2;SEMA3C;TWIST1",11
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0062042","regulation of cardiac epithelial to mesenchymal transition",0.0201771549282074,"ACVR1;EMP2;ENG;JAG1;MIR19A;MIR19B1;NOTCH1;TGFB2;TGFBR1;TGFBR2;TWIST1",11
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation",0.0242986890477012,"ENG;FGF8;HEY2;HEYL;MSX1;MSX2;NOTCH1;RBPJ;SNAI2;TGFB2;TGFBR1;TGFBR2;TMEM100",13
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060347","heart trabecula formation",0.0242986890477012,"ADAMTS1;BMP10;CAV3;EGLN1;FHL2;FKBP1A;HEY2;NKX2-5;OVOL2;RBP4;SRF;TEK;TGFBR3",13
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0010002","cardioblast differentiation",0.0258796347963542,"EOMES;GREM1;ISL1;ITGB1;MYOCD;NKX2-5;NOTCH1;NRG1;PRICKLE1;RBPJ;REST;SRF;TBX2;TBX5;TGFB2",15
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:2000736","regulation of stem cell differentiation",0.030386525339634,"ABL1;CDK13;CDK6;CHD3;CHD4;EIF2AK2;ESRRB;EZH2;FGF2;FOXC1;FZD1;GATAD2A;GATAD2B;GDNF;HDAC1;HES5;HNRNPU;HOXB4;ITCH;JAG1;LBH;LTBP3;MBD3;MIR372;MTA1;NFE2L2;NKX2-5;NOTCH1;NR5A2;NR6A1;PDGFRA;PRICKLE1;PRKDC;PTN;RBBP4;RBBP7;RBM24;REST;SIRT6;SLC4A11;SMYD5;SOX17;SOX5;SOX6;SOX9;STAT3;TACSTD2;TBX3;TBX5;TCF15;TEAD2;TGFB2;TGFBR2;TMSB4X;TRIM6;WNT3;YAP1",57
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060920","cardiac pacemaker cell differentiation",0.0314487417123073,"BMPR1A;ISL1;KCNJ8;MAML1;MESP1;NKX2-5;SHOX2;TBX18;TBX3;TBX5",10
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:2000739","regulation of mesenchymal stem cell differentiation",0.0314487417123073,"FZD1;LTBP3;NR6A1;PDGFRA;REST;SLC4A11;SOX5;SOX6;SOX9;WNT3",10
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell",0.035892326495,"APBB1IP;CD81;FGL2;HAVCR2;HLA-DMB;ITGAL;LGALS3;LILRB1;PLXNA1;SEMA6D;TREM2;TYROBP",12
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0003174","mitral valve development",0.035892326495,"ACVR1;AXIN2;BMPR1A;BMPR2;DCHS1;EFNA1;GJA5;NAGLU;NOTCH1;SMAD6;TWIST1;ZFPM1",12
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0060837","blood vessel endothelial cell differentiation",0.035892326495,"CCM2;DLL1;FOXJ2;HEY2;KDR;LIPA;MIR34A;NOTCH1;NRP1;PROX1;RBPJ;TMEM100",12
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:1905651","regulation of artery morphogenesis",0.035892326495,"AKT3;EDN1;EFNB2;MIR153-1;MIR205;MIR329-1;MIR487B;MIR494;MIR495;NFATC3;NOTCH1;RTN4",12
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0051546","keratinocyte migration",0.0367086837053392,"EPB41L4B;EPPK1;FERMT1;FGF10;FGF7;HAS2;HBEGF;IQSEC1;KRT2;LRG1;LTB4R2;MAP4K4;MAPRE2;MMP9;MTOR;PPARD",16
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0001947","heart looping",0.0367086837053392,"AHI1;APLNR;ASB2;C2CD3;CCDC40;CLUAP1;DLL1;DVL1;ENG;FGF8;FOLR1;FOXH1;FOXN4;GATA4;HAND1;HAND2;IHH;LBX1;MEF2C;MESP1;MICAL2;NDRG4;NKX2-5;NODAL;NOTCH1;NOTCH2;NOTO;OVOL2;PKD2;SHH;SMAD3;SMO;SOX17;SOX18;SRF;SUFU;TBX2;TBX20;TBX3;TGFBR2;VANGL2;WNT3A;WNT5A;ZIC3",44
"Epigenetics","GO_BP","Module_37__morphogenesis_development","GO:0061371","determination of heart left/right asymmetry",0.0367086837053392,"AHI1;APLNR;ASB2;C2CD3;CCDC40;CLUAP1;DAND5;DLL1;DVL1;ENG;FGF8;FOLR1;FOXH1;FOXN4;GATA4;HAND1;HAND2;IHH;LBX1;MEF2C;MEGF8;MESP1;MICAL2;MMP21;NDRG4;NKX2-5;NODAL;NOTCH1;NOTCH2;NOTO;OVOL2;PKD2;SHH;SMAD3;SMO;SOX17;SOX18;SRF;SUFU;TBX2;TBX20;TBX3;TGFBR2;VANGL2;WNT3A;WNT5A;ZIC3",47
